Time (seconds),Distance (miles),Heartrate (bpm),Speed (mph),Altitude (ft),Latitude,Longitude,Slope,Temperature (deg C),Run Cadence
3193,10.8559,162,12.564,113.4,33.96768433,-118.4463019,2.02995,22,84.5
3194,10.8595,162,12.564,113.6,33.9677031,-118.4462696,2.39734,22,84.5
3195,10.8631,161.833,12.564,113.6,33.96772205,-118.4462381,2.21224,22,84.5
3196,10.8667,161.667,12.564,113.6,33.96774099,-118.4462066,2.21224,22,84.5
3197,10.8703,161.5,12.564,113.6,33.96775993,-118.4461751,1.93561,22,84.5
3198,10.8739,161.333,12.564,113.6,33.96777888,-118.4461437,1.65899,22,84.5
3199,10.8775,161.167,12.564,113.6,33.96779782,-118.4461122,1.38236,22,84.5
3200,10.8811,161,12.564,113.6,33.96781676,-118.4460807,1.10574,22,84.5
3201,10.8847,161,12.5802,113.8,33.96783742,-118.4460507,1.38544,22,84
3202,10.8883,161,12.5964,114,33.96785808,-118.4460207,1.66514,22,83.5
3203,10.8919,161.333,12.6018,114.033,33.96787727,-118.4459888,1.7568,22,83.8333
3204,10.8955,161.667,12.6072,114.067,33.96789645,-118.4459569,1.29597,22,84.1667
3205,10.8992,162,12.6126,114.1,33.96791563,-118.445925,1.38763,22,84.5
3206,10.9028,162.333,12.618,114.133,33.96793481,-118.4458931,1.47929,22,84.8333
3207,10.9064,162.667,12.6234,114.167,33.96795399,-118.4458613,1.57095,22,85.1667
3208,10.9101,163,12.6288,114.2,33.96797317,-118.4458294,1.66261,22,85.5
3209,10.9136,163,12.6288,114.233,33.96799035,-118.4457969,1.75624,22,85.3333
3210,10.9172,163,12.6288,114.267,33.96800753,-118.4457645,1.84988,22,85.1667
3211,10.9208,163,12.6288,114.3,33.96802472,-118.445732,1.38718,22,85
3212,10.9243,163,12.6288,114.333,33.9680419,-118.4456996,0.924486,22,84.8333
3213,10.9279,163,12.6288,114.367,33.96805908,-118.4456671,0.92646,22,84.6667
3214,10.9314,163,12.6288,114.4,33.96807627,-118.4456347,0.928434,22,84.5
3215,10.935,163,12.6288,114.2,33.96809479,-118.4456036,0.269935,22,84.5
3216,10.9385,163,12.6288,114,33.96811331,-118.4455726,-0.388564,22,84.5
3217,10.942,163,12.6288,113.8,33.96813184,-118.4455415,-1.04706,22,84.5
3218,10.9456,163,12.6288,113.6,33.96815036,-118.4455105,-1.70556,22,84.5
3219,10.9491,163,12.6288,113.4,33.96816889,-118.4454794,-2.36603,22,84.5
3220,10.9526,163,12.6288,113.2,33.96818741,-118.4454483,-3.02651,22,84.5
3221,10.9559,163,12.618,113.067,33.96820454,-118.4454191,-3.52337,22,84.1667
3222,10.9592,163,12.6072,112.933,33.96822166,-118.4453898,-4.02022,22,83.8333
3223,10.9625,163,12.5964,112.8,33.96823879,-118.4453606,-4.51708,22,83.5
3224,10.9659,162.833,12.591,112.8,33.96825576,-118.44533,-4.61072,22,83.3333
3225,10.9693,162.667,12.5856,112.8,33.96827274,-118.4452993,-4.04388,22,83.1667
3226,10.9727,162.5,12.5802,112.8,33.96828971,-118.4452687,-3.47704,22,83
3227,10.9761,162.333,12.5748,112.8,33.96830668,-118.4452381,-2.9102,22,82.8333
3228,10.9795,162.167,12.5694,112.8,33.96832366,-118.4452075,-2.34336,22,82.6667
3229,10.9829,162,12.564,112.8,33.96834063,-118.4451769,-1.77652,22,82.5
3230,10.9865,161.75,12.564,112.8,33.96835832,-118.4451443,-1.20968,22,82.5
3231,10.9901,161.5,12.564,112.8,33.968376,-118.4451118,-0.806452,22,82.5
3232,10.9937,161.25,12.564,112.8,33.96839369,-118.4450793,-0.403226,22,82.5
3233,10.9973,161,12.564,112.8,33.96841137,-118.4450468,0,22,82.5
3234,11.0007,161.167,12.564,112.833,33.96842835,-118.4450155,0.0965251,22,82.6667
3235,11.0042,161.333,12.564,112.867,33.96844532,-118.4449841,0.19305,22,82.8333
3236,11.0076,161.5,12.564,112.9,33.96846229,-118.4449528,0.289575,22,83
3237,11.0111,161.667,12.564,112.933,33.96847927,-118.4449215,0.3861,22,83.1667
3238,11.0145,161.833,12.564,112.967,33.96849624,-118.4448902,0.482625,22,83.3333
3239,11.018,162,12.564,113,33.96851321,-118.4448588,0.579151,22,83.5
3240,11.0215,163,12.564,113.2,33.96853157,-118.4448285,1.15719,22,83.5
3241,11.0248,163.167,12.558,113.233,33.96854849,-118.4447982,1.2561,22,83.3333
3242,11.0282,163.333,12.552,113.267,33.96856541,-118.444768,1.35501,22,83.1667
3243,11.0316,163.5,12.546,113.3,33.96858232,-118.4447377,1.45392,22,83
3244,11.0349,163.667,12.54,113.333,33.96859924,-118.4447075,1.45631,22,82.8333
3245,11.0383,163.833,12.534,113.367,33.96861616,-118.4446772,1.45869,22,82.6667
3246,11.0417,164,12.528,113.4,33.96863308,-118.444647,1.46108,22,82.5
3247,11.0452,164,12.528,113.3,33.96865441,-118.4446177,1.08405,22,82.5
3248,11.0488,164,12.528,113.2,33.96867574,-118.4445884,0.707022,22,82.5
3249,11.0524,164,12.528,112.867,33.96869485,-118.4445571,-0.318008,22,82.8333
3250,11.056,164,12.528,112.533,33.96871396,-118.4445258,-1.82455,22,83.1667
3251,11.0596,164,12.528,112.2,33.96873307,-118.4444944,-2.85197,22,83.5
3252,11.0633,163.8,12.5352,112.2,33.96875114,-118.4444607,-2.95088,22,83.5
3253,11.067,163.6,12.5424,112.2,33.96876921,-118.4444269,-3.04979,22,83.5
3254,11.0707,163.4,12.5496,112.2,33.96878729,-118.4443932,-3.1487,22,83.5
3255,11.0744,163.2,12.5568,112.2,33.96880536,-118.4443595,-3.24761,22,83.5
3256,11.0781,163,12.564,112.2,33.96882343,-118.4443258,-3.34653,22,83.5
3257,11.0818,163.167,12.5748,112.367,33.96884102,-118.4442924,-2.60961,22,83.3333
3258,11.0854,163.333,12.5856,112.533,33.9688586,-118.444259,-1.87269,22,83.1667
3259,11.0891,163.5,12.5964,112.7,33.96887619,-118.4442256,-0.487772,22,83
3260,11.0927,163.667,12.6072,112.867,33.96889378,-118.4441922,0.897145,22,82.8333
3261,11.0964,163.833,12.618,113.033,33.96891137,-118.4441588,2.28206,22,82.6667
3262,11.1,164,12.6288,113.2,33.96892896,-118.4441253,2.73848,22,82.5
3263,11.1036,164,12.6648,113.4,33.96894656,-118.4440929,3.29713,22,82.5
3264,11.1071,164.167,12.6648,113.433,33.96896431,-118.4440616,3.39228,22,82.5
3265,11.1106,164.333,12.6648,113.467,33.96898207,-118.4440302,3.48743,22,82.5
3266,11.1141,164.5,12.6648,113.5,33.96899983,-118.4439989,3.58258,22,82.5
3267,11.1176,164.667,12.6648,113.533,33.96901758,-118.4439675,3.22131,22,82.5
3268,11.1211,164.833,12.6648,113.567,33.96903534,-118.4439362,2.86005,22,82.5
3269,11.1246,165,12.6648,113.6,33.96905309,-118.4439048,2.49878,22,82.5
3270,11.1281,165,12.6648,113.5,33.9690717,-118.4438742,1.75706,22,82.5
3271,11.1316,165,12.6648,113.4,33.96909031,-118.4438436,1.01534,22,82.5
3272,11.135,165.167,12.6534,113.4,33.96910692,-118.4438126,0.558931,22,82.5
3273,11.1384,165.333,12.642,113.4,33.96912353,-118.4437816,0,22,82.5
3274,11.1418,165.5,12.6306,113.4,33.96914014,-118.4437505,-0.094876,22,82.5
3275,11.1453,165.667,12.6192,113.4,33.96915675,-118.4437195,-0.190023,22,82.5
3276,11.1487,165.833,12.6078,113.4,33.96917336,-118.4436884,-0.285171,22,82.5
3277,11.1521,166,12.5964,113.4,33.96918997,-118.4436574,-0.380318,22,82.5
3278,11.1555,166,12.5964,113.4,33.96920728,-118.4436262,-0.475466,22,82.5
3279,11.159,166,12.5964,113.4,33.96922459,-118.443595,-0.570613,22,82.5
3280,11.1625,165.75,12.5964,113.35,33.96924143,-118.4435634,-0.429607,22,82.375
3281,11.1659,165.5,12.5964,113.3,33.96925828,-118.4435319,-0.2886,22,82.25
3282,11.1694,165.25,12.5964,113.25,33.96927513,-118.4435003,-0.4329,22,82.125
3283,11.1729,165,12.5964,113.2,33.96929198,-118.4434687,-0.577201,22,82
3284,11.1764,164.75,12.5883,112.95,33.96931008,-118.4434374,-1.28642,22,82.125
3285,11.1799,164.5,12.5802,112.7,33.96932819,-118.443406,-1.99564,22,82.25
3286,11.1834,164.25,12.5721,112.45,33.96934629,-118.4433747,-2.70486,22,82.375
3287,11.187,164,12.564,112.2,33.9693644,-118.4433433,-3.41408,22,82.5
3288,11.1905,163.833,12.5694,112.3,33.96938207,-118.4433114,-3.13173,22,82.5
3289,11.194,163.667,12.5748,112.4,33.96939974,-118.4432795,-2.84937,22,82.5
3290,11.1976,163.5,12.5802,112.5,33.96941741,-118.4432476,-2.42272,22,82.5
3291,11.2011,163.333,12.5856,112.6,33.96943508,-118.4432157,-1.99607,22,82.5
3292,11.2047,163.167,12.591,112.7,33.96945276,-118.4431838,-1.56941,22,82.5
3293,11.2082,163,12.5964,112.8,33.96947043,-118.4431519,-1.14276,22,82.5
3294,11.2117,163,12.5964,112.867,33.96949015,-118.4431218,-0.245041,22,82.5
3295,11.2153,163,12.5964,112.933,33.96950988,-118.4430918,0.652681,22,82.5
3296,11.2188,163,12.5964,113,33.9695296,-118.4430618,1.5504,22,82.5
3297,11.2222,162.667,12.591,112.933,33.96954659,-118.4430308,2.06516,22,82.5
3298,11.2257,162.333,12.5856,112.867,33.96956358,-118.4429998,1.58835,22,82.5
3299,11.2291,162,12.5802,112.8,33.96958057,-118.4429688,1.11154,22,82.5
3300,11.2325,161.667,12.5748,112.733,33.96959755,-118.4429378,0.634731,22,82.5
3301,11.236,161.333,12.5694,112.667,33.96961454,-118.4429068,0.15792,22,82.5
3302,11.2394,161,12.564,112.6,33.96963153,-118.4428759,-0.318891,22,82.5
3303,11.2429,161,12.564,112.4,33.969649,-118.4428438,-1.16701,22,82.25
3304,11.2465,161,12.564,112.2,33.96966648,-118.4428117,-1.92129,22,82
3305,11.25,161,12.5694,112.1,33.96968398,-118.4427799,-2.39334,22,82.0833
3306,11.2535,161,12.5748,112,33.96970149,-118.4427481,-2.8654,22,82.1667
3307,11.257,161,12.5802,111.9,33.96971899,-118.4427163,-2.95449,22,82.25
3308,11.2606,161,12.5856,111.8,33.9697365,-118.4426844,-3.04359,22,82.3333
3309,11.2641,161,12.591,111.7,33.969754,-118.4426526,-3.13268,22,82.4167
3310,11.2676,161,12.5964,111.6,33.96977151,-118.4426208,-3.22178,22,82.5
3311,11.2711,162,12.5964,111.6,33.96978852,-118.4425892,-3.02732,22,82.5
3312,11.2746,162,12.5964,111.633,33.96980721,-118.4425587,-2.73754,22,82.5
3313,11.2781,162,12.5964,111.667,33.9698259,-118.4425283,-2.07644,22,82.5
3314,11.2816,162,12.5964,111.7,33.9698446,-118.4424978,-1.41534,22,82.5
3315,11.2851,162,12.5964,111.733,33.96986329,-118.4424673,-1.03645,22,82.5
3316,11.2886,162,12.5964,111.767,33.96988198,-118.4424369,-0.657571,22,82.5
3317,11.2921,162,12.5964,111.8,33.96990067,-118.4424064,-0.278688,22,82.5
3318,11.2957,162,12.5964,111.8,33.96991865,-118.4423735,0,22,82.5
3319,11.2993,162,12.5964,111.8,33.96993663,-118.4423406,0.288419,22,82.5
3320,11.3028,162.333,12.591,111.833,33.96995348,-118.4423096,0.669439,22,82.4167
3321,11.3062,162.667,12.5856,111.867,33.96997032,-118.4422786,0.766905,22,82.3333
3322,11.3096,163,12.5802,111.9,33.96998717,-118.4422476,0.769042,22,82.25
3323,11.313,163.333,12.5748,111.933,33.97000402,-118.4422167,0.771179,22,82.1667
3324,11.3164,163.667,12.5694,111.967,33.97002087,-118.4421857,0.773316,22,82.0833
3325,11.3199,164,12.564,112,33.97003772,-118.4421547,0.775453,22,82
3326,11.3234,164,12.564,112,33.97005699,-118.4421245,0.680124,22,82
3327,11.3269,164.167,12.564,111.967,33.97007278,-118.4420919,0.489193,22,82.0833
3328,11.3303,164.333,12.564,111.933,33.97008857,-118.4420592,0.393591,22,82.1667
3329,11.3338,164.5,12.564,111.9,33.97010435,-118.4420266,0.297988,22,82.25
3330,11.3373,164.667,12.564,111.867,33.97012014,-118.4419939,0.10492,22,82.3333
3331,11.3408,164.833,12.564,111.833,33.97013592,-118.4419613,-0.0881479,22,82.4167
3332,11.3443,165,12.564,111.8,33.97015171,-118.4419286,-0.281216,22,82.5
3333,11.3478,165,12.564,111.8,33.97016935,-118.441897,-0.378682,22,83
3334,11.3513,165,12.564,111.8,33.970187,-118.4418653,-0.476148,22,83.5
3335,11.3548,165.167,12.564,111.767,33.97020481,-118.4418338,-0.6684,22,83.3333
3336,11.3584,165.333,12.564,111.733,33.97022262,-118.4418024,-0.763187,22,83.1667
3337,11.3619,165.5,12.564,111.7,33.97024043,-118.4417709,-0.762372,22,83
3338,11.3654,165.667,12.564,111.667,33.97025824,-118.4417394,-0.761556,22,82.8333
3339,11.3689,165.833,12.564,111.633,33.97027605,-118.4417079,-0.760741,22,82.6667
3340,11.3724,166,12.564,111.6,33.97029387,-118.4416764,-0.759925,22,82.5
3341,11.3761,166,12.564,111.6,33.97031482,-118.4416455,-0.664323,22,83.5
3342,11.3796,166,12.564,111.667,33.97033232,-118.4416149,-0.374357,22,83.5
3343,11.383,166,12.564,111.733,33.97034983,-118.4415843,-0.179993,22,83.5
3344,11.3864,166,12.564,111.8,33.97036733,-118.4415537,0.01437,22,83.5
3345,11.3898,166,12.564,111.867,33.97038484,-118.4415232,0.30352,22,83.5
3346,11.3933,166,12.564,111.933,33.97040234,-118.4414926,0.59267,22,83.5
3347,11.3967,166,12.564,112,33.97041985,-118.441462,0.881821,22,83.5
3348,11.4003,166,12.564,112,33.97043724,-118.4414293,0.976607,22,83
3349,11.4039,166,12.564,112,33.97045463,-118.4413965,1.07139,22,82.5
3350,11.4074,165.833,12.564,112.033,33.97047334,-118.4413652,1.25973,22,82.5
3351,11.411,165.667,12.564,112.067,33.97049204,-118.4413339,1.35327,22,82.5
3352,11.4146,165.5,12.564,112.1,33.97051075,-118.4413025,1.25245,22,82.5
3353,11.4181,165.333,12.564,112.133,33.97052945,-118.4412712,1.15164,22,82.5
3354,11.4217,165.167,12.564,112.167,33.97054816,-118.4412399,1.05082,22,82.5
3355,11.4253,165,12.564,112.2,33.97056686,-118.4412085,0.949999,22,82.5
3356,11.4287,165,12.564,112.3,33.9705851,-118.4411779,1.04341,22,82.5
3357,11.4322,165,12.564,112.4,33.97060333,-118.4411473,1.13681,22,82.5
3358,11.4357,164.833,12.5694,112.333,33.97062163,-118.4411164,0.946336,22,82.4167
3359,11.4392,164.667,12.5748,112.267,33.97063993,-118.4410856,0.755859,22,82.3333
3360,11.4427,164.5,12.5802,112.2,33.97065823,-118.4410547,0.471838,22,82.25
3361,11.4462,164.333,12.5856,112.133,33.97067653,-118.4410239,0.187816,22,82.1667
3362,11.4497,164.167,12.591,112.067,33.97069483,-118.440993,-0.0962053,22,82.0833
3363,11.4532,164,12.5964,112,33.97071313,-118.4409622,-0.380227,22,82
3364,11.4567,164,12.5964,111.8,33.97073056,-118.4409306,-1.0452,22,82.25
3365,11.4602,164,12.5964,111.6,33.970748,-118.4408991,-1.71017,22,82.5
3366,11.4638,164,12.5964,111.633,33.97076577,-118.4408665,-1.90527,22,82.5
3367,11.4674,164,12.5964,111.667,33.97078354,-118.440834,-2.10036,22,82.5
3368,11.471,164,12.5964,111.7,33.97080131,-118.4408015,-1.8172,22,82.5
3369,11.4746,164,12.5964,111.733,33.97081908,-118.4407689,-1.53405,22,82.5
3370,11.4782,164,12.5964,111.767,33.97083685,-118.4407364,-1.25089,22,82.5
3371,11.4818,164,12.5964,111.8,33.97085462,-118.4407039,-0.967739,22,82.5
3372,11.4852,163.5,12.5964,111.7,33.97087192,-118.4406735,-1.07095,22,82.5
3373,11.4886,163,12.5964,111.6,33.97088923,-118.4406432,-1.17416,22,82.5
3374,11.492,162.667,12.5964,111.667,33.97090568,-118.4406115,-0.409679,22,82.5
3375,11.4955,162.333,12.5964,111.733,33.97092212,-118.4405797,0.354799,22,82.5
3376,11.499,162,12.5964,111.8,33.97093856,-118.440548,0.455171,22,82.5
3377,11.5024,161.667,12.5964,111.867,33.970955,-118.4405163,0.555543,22,82.5
3378,11.5059,161.333,12.5964,111.933,33.97097145,-118.4404846,0.655915,22,82.5
3379,11.5093,161,12.5964,112,33.97098789,-118.4404529,0.756286,22,82.5
3380,11.5128,161.333,12.5964,112,33.97100543,-118.4404212,0.663608,22,82.5
3381,11.5163,161.667,12.5964,112,33.97102298,-118.4403894,0.57093,22,82.5
3382,11.5199,162,12.5964,112,33.97104053,-118.4403577,0.864615,22,82.5
3383,11.5232,162,12.5866,111.971,33.971057,-118.4403271,1.07345,22,82.6429
3384,11.5266,162,12.5769,111.943,33.97107348,-118.4402965,0.795544,22,82.7857
3385,11.53,162,12.5671,111.914,33.97108996,-118.4402659,0.51764,22,82.9286
3386,11.5333,162,12.5573,111.886,33.97110643,-118.4402353,0.239736,22,83.0714
3387,11.5367,162,12.5475,111.857,33.97112291,-118.4402047,-0.0381678,22,83.2143
3388,11.5401,162,12.5378,111.829,33.97113938,-118.440174,-0.316072,22,83.3571
3389,11.5434,162,12.528,111.8,33.97115586,-118.4401434,-0.593975,22,83.5
3390,11.547,162,12.528,112,33.97117405,-118.4401119,-0.0290036,22,82.5
3391,11.5506,162,12.534,112.033,33.97119326,-118.4400807,0.0639332,22,82.5
3392,11.5541,162,12.54,112.067,33.97121247,-118.4400495,0.15687,22,82.5
3393,11.5577,162,12.546,112.1,33.97123168,-118.4400183,0.33466,22,82.5
3394,11.5613,162,12.552,112.133,33.97125088,-118.439987,0.512451,22,82.5
3395,11.5649,162,12.558,112.167,33.97127009,-118.4399558,0.690241,22,82.5
3396,11.5685,162,12.564,112.2,33.9712893,-118.4399246,0.868032,22,82.5
3397,11.5721,161,12.564,112.2,33.97130883,-118.4398937,0.952885,22,82.5
3398,11.5756,160.833,12.564,112.267,33.97132691,-118.4398628,1.22903,22,82.8333
3399,11.5791,160.667,12.564,112.333,33.97134498,-118.4398319,1.50518,22,83.1667
3400,11.5825,160.5,12.564,112.4,33.97136306,-118.4398011,1.13151,22,83.5
3401,11.586,160.333,12.564,112.467,33.97138114,-118.4397702,1.22987,22,83.8333
3402,11.5895,160.167,12.564,112.533,33.97139922,-118.4397394,1.32823,22,84.1667
3403,11.593,160,12.564,112.6,33.97141729,-118.4397085,1.42659,22,84.5
3404,11.5966,160.5,12.564,112.6,33.9714351,-118.4396763,1.33365,22,84
3405,11.6001,161,12.564,112.6,33.97145292,-118.439644,1.24071,22,83.5
3406,11.6036,161,12.5694,112.533,33.97146982,-118.4396124,0.956205,22,83.4167
3407,11.6071,161,12.5748,112.467,33.97148672,-118.4395807,0.764634,22,83.3333
3408,11.6106,161,12.5802,112.4,33.97150363,-118.439549,0.381768,22,83.25
3409,11.6141,161,12.5856,112.333,33.97152053,-118.4395173,0,22,83.1667
3410,11.6175,161,12.591,112.267,33.97153743,-118.4394856,-0.383966,22,83.0833
3411,11.621,161,12.5964,112.2,33.97155434,-118.4394539,-0.766833,22,83
3412,11.6246,161.167,12.5964,112.167,33.97157118,-118.4394211,-1.05176,23,83.0833
3413,11.6281,161.333,12.5964,112.133,33.97158803,-118.4393883,-1.33669,23,83.1667
3414,11.6317,161.5,12.5964,112.1,33.97160488,-118.4393556,-1.43032,23,83.25
3415,11.6353,161.667,12.5964,112.067,33.97162173,-118.4393228,-1.52396,23,83.3333
3416,11.6388,161.833,12.5964,112.033,33.97163857,-118.4392901,-1.42602,23,83.4167
3417,11.6424,162,12.5964,112,33.97165542,-118.4392573,-1.32808,23,83.5
3418,11.646,162,12.5964,112,33.97167453,-118.4392261,-1.13651,23,83.5
3419,11.6494,162,12.5964,111.5,33.97169356,-118.4391963,-2.38794,23,83.5
3420,11.6529,162,12.5964,111,33.97171259,-118.4391665,-3.63937,23,83.5
3421,11.6564,161.833,12.5964,110.933,33.97173044,-118.4391354,-3.63864,23,83.5
3422,11.6599,161.667,12.5964,110.867,33.97174829,-118.4391043,-3.73585,23,83.5
3423,11.6634,161.5,12.5964,110.8,33.97176615,-118.4390731,-3.83305,23,83.5
3424,11.6669,161.333,12.5964,110.733,33.971784,-118.439042,-3.93026,23,83.5
3425,11.6704,161.167,12.5964,110.667,33.97180185,-118.4390108,-4.02747,23,83.5
3426,11.6738,161,12.5964,110.6,33.97181971,-118.4389797,-4.12467,23,83.5
3427,11.6774,161,12.5964,110.8,33.97183857,-118.4389481,-3.47394,23,83.5
3428,11.681,160.833,12.5964,110.9,33.97185586,-118.4389157,-3.19278,23,83.3333
3429,11.6846,160.667,12.5964,111,33.97187316,-118.4388833,-1.46861,23,83.1667
3430,11.6881,160.5,12.5964,111.1,33.97189045,-118.4388509,0.255551,23,83
3431,11.6917,160.333,12.5964,111.2,33.97190775,-118.4388185,0.727553,23,82.8333
3432,11.6952,160.167,12.5964,111.3,33.97192504,-118.4387861,1.19955,23,82.6667
3433,11.6988,160,12.5964,111.4,33.97194233,-118.4387537,1.67156,23,82.5
3434,11.7026,160,12.6126,111.5,33.97196316,-118.4387204,2.12214,23,82.5
3435,11.7065,160,12.6288,111.6,33.97198399,-118.4386871,2.57272,23,82.5
3436,11.7101,160.25,12.6378,111.75,33.97200271,-118.4386554,3.18197,23,82.75
3437,11.7136,160.5,12.6468,111.9,33.97202142,-118.4386237,3.04327,23,83
3438,11.7172,160.75,12.6558,112.05,33.97204013,-118.438592,3.18052,23,83.25
3439,11.7208,161,12.6648,112.2,33.97205884,-118.4385604,3.31777,23,83.5
3440,11.7245,161.333,12.6756,112.333,33.97207823,-118.4385275,3.39471,23,83.1667
3441,11.7283,161.667,12.6864,112.467,33.97209762,-118.4384946,3.47165,23,82.8333
3442,11.732,162,12.6972,112.6,33.97211701,-118.4384618,3.54859,23,82.5
3443,11.7357,162,12.7086,112.533,33.97213607,-118.4384291,3.08676,23,82.5
3444,11.7394,162,12.72,112.467,33.97215512,-118.4383964,2.64635,23,82.5
3445,11.7431,162,12.7314,112.4,33.97217418,-118.4383637,2.20594,23,82.5
3446,11.7468,162,12.7428,112.333,33.97219323,-118.438331,1.60686,23,82.5
3447,11.7504,162,12.7542,112.267,33.97221229,-118.4382983,1.00778,23,82.5
3448,11.7541,162,12.7656,112.2,33.97223134,-118.4382656,0.408705,23,82.5
3449,11.7576,161.833,12.7656,112.233,33.9722501,-118.4382349,0.0850372,23,82.5
3450,11.7612,161.667,12.7656,112.267,33.97226887,-118.4382042,-0.178323,23,82.5
3451,11.7647,161.5,12.7656,112.3,33.97228763,-118.4381735,-0.441683,23,82.5
3452,11.7682,161.333,12.7656,112.333,33.97230639,-118.4381428,-0.705044,23,82.5
3453,11.7717,161.167,12.7656,112.367,33.97232515,-118.4381121,-0.429633,23,82.5
3454,11.7752,161,12.7656,112.4,33.97234391,-118.4380814,-0.154223,23,82.5
3455,11.7787,161,12.7656,112.6,33.97236093,-118.4380496,0.597874,23,82.5
3456,11.7822,161.167,12.7656,112.6,33.97237747,-118.4380182,0.778543,23,82.6667
3457,11.7856,161.333,12.7656,112.6,33.97239401,-118.4379869,0.959211,23,82.8333
3458,11.789,161.5,12.7656,112.6,33.97241055,-118.4379556,1.13988,23,83
3459,11.7925,161.667,12.7656,112.6,33.97242709,-118.4379242,1.04514,23,83.1667
3460,11.7959,161.833,12.7656,112.6,33.97244363,-118.4378929,0.950396,23,83.3333
3461,11.7993,162,12.7656,112.6,33.97246017,-118.4378616,0.855654,23,83.5
3462,11.8028,162,12.7476,112.5,33.97247869,-118.437831,0.474379,23,83.5
3463,11.8063,162,12.7296,112.4,33.97249722,-118.4378005,0.0931045,23,83.5
3464,11.8098,162,12.7296,112.5,33.97251415,-118.4377689,0.286409,23,83.3333
3465,11.8132,162,12.7296,112.6,33.97253108,-118.4377373,0,23,83.1667
3466,11.8167,162,12.7296,112.7,33.97254801,-118.4377057,0.291072,23,83
3467,11.8202,162,12.7296,112.8,33.97256494,-118.4376741,0.579118,23,82.8333
3468,11.8237,162,12.7296,112.9,33.97258187,-118.4376425,0.867165,23,82.6667
3469,11.8271,162,12.7296,113,33.97259881,-118.4376109,1.15521,23,82.5
3470,11.8307,162.5,12.7134,113.1,33.97261746,-118.43758,1.4389,23,82.5
3471,11.8342,163,12.6972,113.2,33.97263611,-118.4375491,1.72259,23,82.5
3472,11.8378,163,12.6972,113.2,33.97265672,-118.4375181,2.00912,23,82.5
3473,11.8414,163.333,12.7026,113.3,33.97267544,-118.4374864,2.57407,23,82.4167
3474,11.845,163.667,12.708,113.4,33.97269416,-118.4374547,2.56445,23,82.3333
3475,11.8486,164,12.7134,113.5,33.97271288,-118.437423,2.55483,23,82.25
3476,11.8522,164.333,12.7188,113.6,33.9727316,-118.4373912,2.5452,23,82.1667
3477,11.8558,164.667,12.7242,113.7,33.97275032,-118.4373595,2.53558,23,82.0833
3478,11.8594,165,12.7296,113.8,33.97276904,-118.4373278,2.52596,23,82
3479,11.8631,165,12.7296,113.8,33.97278899,-118.4372963,2.23791,23,82
3480,11.8665,165.2,12.7296,113.92,33.97280594,-118.4372654,2.30408,23,82.1
3481,11.8699,165.4,12.7296,114.04,33.97282289,-118.4372345,2.37024,23,82.2
3482,11.8733,165.6,12.7296,114.16,33.97283984,-118.4372035,2.7201,23,82.3
3483,11.8768,165.8,12.7296,114.28,33.97285678,-118.4371726,2.79153,23,82.4
3484,11.8802,166,12.7296,114.4,33.97287373,-118.4371417,2.86296,23,82.5
3485,11.8836,165.5,12.7134,114.5,33.97288962,-118.4371101,2.87779,23,82.5
3486,11.887,165,12.6972,114.6,33.9729055,-118.4370785,2.89263,23,82.5
3487,11.8905,165.167,12.6972,114.6,33.97292207,-118.4370461,2.6142,23,82.5
3488,11.8941,165.333,12.6972,114.6,33.97293864,-118.4370138,2.33578,23,82.5
3489,11.8976,165.5,12.6972,114.6,33.9729552,-118.4369814,2.33578,23,82.5
3490,11.9011,165.667,12.6972,114.6,33.97297177,-118.436949,1.98593,23,82.5
3491,11.9046,165.833,12.6972,114.6,33.97298834,-118.4369166,1.63607,23,82.5
3492,11.9081,166,12.6972,114.6,33.97300491,-118.4368842,1.28622,23,82.5
3493,11.9117,166,12.6972,114.5,33.97302289,-118.4368526,0.653879,23,82.5
3494,11.9152,166,12.6972,114.4,33.97304087,-118.4368209,0.0215385,23,82.5
3495,11.9187,165.833,12.6918,114.4,33.97305946,-118.4367902,-0.271717,23,82.6667
3496,11.9222,165.667,12.6864,114.4,33.97307805,-118.4367595,-0.564972,23,82.8333
3497,11.9257,165.5,12.681,114.4,33.97309665,-118.4367288,-0.564972,23,83
3498,11.9292,165.333,12.6756,114.4,33.97311524,-118.4366981,-0.564972,23,83.1667
3499,11.9327,165.167,12.6702,114.4,33.97313384,-118.4366674,-0.564972,23,83.3333
3500,11.9363,165,12.6648,114.4,33.97315243,-118.4366367,-0.564972,23,83.5
3501,11.9399,165,12.6648,114.4,33.97317246,-118.4366058,-0.564972,23,83.5
3502,11.9435,165,12.6648,114.4,33.9731925,-118.4365749,-0.564972,23,83.5
3503,11.947,165,12.6702,114.4,33.97321201,-118.436545,-0.282486,23,83.3333
3504,11.9505,165,12.6756,114.4,33.97323153,-118.436515,0,23,83.1667
3505,11.954,165,12.681,114.4,33.97325104,-118.436485,0,23,83
3506,11.9575,165,12.6864,114.4,33.97327056,-118.4364551,0,23,82.8333
3507,11.9611,165,12.6918,114.4,33.97329008,-118.4364251,0,23,82.6667
3508,11.9646,165,12.6972,114.4,33.97330959,-118.4363951,0,23,82.5
3509,11.9682,165,12.6972,114.4,33.97332929,-118.4363639,0,23,82.5
3510,11.9718,165,12.7026,114.467,33.97334854,-118.4363327,0.18596,23,82.5
